10		0.00217867		2.28194e-05
11		0.0273134		0.0178808
12		0.0023253		5.84999e-05
13		0.00234103		4.69618e-05
14		0.0023737		5.56246e-05
15		0.00248202		3.88797e-05
16		0.00250069		5.22974e-05
17		0.00254162		8.8679e-05
18		0.00256793		5.45881e-05
19		0.00263866		5.19258e-05
20		0.00270534		6.41058e-05
21		0.0165377		0.0157241
22		0.0027407		4.88339e-05
23		0.00285896		6.65404e-05
24		0.00289734		4.22754e-05
25		0.00288733		5.76774e-05
26		0.00315468		0.000351889
27		0.00306535		4.8725e-05
28		0.00308069		3.81422e-05
29		0.00310667		4.47162e-05
30		0.00310365		2.6356e-05
31		0.00324663		2.96971e-05
32		0.0213916		0.0149773
33		0.00328501		2.9715e-05
34		0.00334231		2.29843e-05
35		0.00343434		7.42919e-05
36		0.00344896		4.09761e-05
37		0.00348298		3.5291e-05
38		0.0519303		0.00795103
39		0.0129279		0.0132441
40		0.00368333		2.64147e-05
41		0.00376534		0.000130091
42		0.00370129		3.42064e-05
43		0.00380532		2.87637e-05
44		0.00385332		2.52911e-05
45		0.0364833		0.0202996
46		0.00391062		3.49006e-05
47		0.00395266		4.48824e-05
48		0.00410668		2.82532e-05
49		0.00407203		2.73717e-05
50		0.00416907		7.14255e-05
