10		8.70228e-05		1.61891e-05
11		9.16322e-05		1.57985e-05
12		9.5288e-05		1.38889e-05
13		0.00148431		0.000900393
14		0.00010697		1.70835e-05
15		0.000111659		1.36217e-05
16		0.000114044		1.34396e-05
17		0.000119686		1.43329e-05
18		0.000124613		1.28722e-05
19		0.000130018		1.49532e-05
20		0.000134627		1.44335e-05
21		0.000137965		1.27241e-05
22		0.000144323		1.3942e-05
23		0.000147661		1.35994e-05
24		0.00242774		0.00153209
25		0.00016435		1.64749e-05
26		0.000162999		1.40705e-05
27		0.000169357		1.3942e-05
28		0.000178973		9.8732e-06
29		0.00285633		0.00181678
30		0.000184059		1.48816e-05
31		0.000187953		1.34903e-05
32		0.000192324		1.18769e-05
33		0.00320633		0.00205081
34		0.00329002		0.00210795
35		0.00020798		1.50743e-05
36		0.000212987		1.41323e-05
37		0.000216007		1.41827e-05
38		0.000224034		1.55811e-05
39		0.00022769		1.45037e-05
40		0.000232379		1.38834e-05
41		0.000235319		1.24815e-05
42		0.000319958		5.58399e-05
43		0.000357628		9.95899e-05
44		0.000249704		1.37958e-05
45		0.000255664		1.37683e-05
46		0.00301401		0.00245068
47		0.000264327		1.034e-05
48		0.00449467		0.00291308
49		0.000276645		1.5142e-05
50		0.00466371		0.00301994
