1		0.685918
2		0.687603
3		0.689264
4		0.690504
5		0.690632
6		0.690708
7		0.691088
8		0.691504
9		0.691844
10		0.69195
11		0.692069
12		0.692244
13		0.69235
14		0.692468
15		0.692622
16		0.692749
17		0.692859
18		0.69299
19		0.693108
20		0.693237
21		0.693312
22		0.693386
23		0.693461
24		0.693536
25		0.693611
26		0.693685
27		0.69376
28		0.693834
29		0.693908
30		0.693983
31		0.694057
32		0.694131
33		0.694207
34		0.694282
35		0.694357
36		0.694433
37		0.694509
38		0.694605
39		0.694681
40		0.694756
41		0.694832
42		0.694907
43		0.694983
44		0.695058
45		0.695133
46		0.695208
47		0.695282
48		0.695358
49		0.695433
50		0.695508
