10		0.0355608
11		0.038039
12		0.0365181
13		0.0390851
14		0.0381141
15		0.039155
16		0.0497818
17		0.0422308
18		0.043148
19		0.0417311
20		0.0449471
21		0.043179
22		0.0440891
23		0.514317
24		0.0466499
25		0.0460608
26		0.048795
27		0.0487061
28		0.0487411
29		0.0511229
30		0.0498769
31		0.0524449
32		0.0708258
33		0.052037
34		0.0549579
35		0.0536671
36		0.0561121
37		0.0555289
38		0.0574269
39		0.150972
40		0.085
41		0.102175
42		0.242154
43		0.0597031
44		0.0605669
45		0.063004
46		0.0616422
47		0.0629671
48		0.0651731
49		0.0669131
50		0.0648611
