10		0.00877937		3.75186e-05
11		0.0502326		0.0582907
12		0.00897002		1.93878e-05
13		0.184847		0.0290525
14		0.00960231		7.77393e-05
15		0.00963068		3.58649e-05
16		0.009739		4.27172e-05
17		0.0102626		4.01414e-05
18		0.0101087		1.77692e-05
19		0.01021		9.82639e-06
20		0.0745383		0.0625991
21		0.0108337		9.9426e-05
22		0.0110776		4.44819e-05
23		0.0110517		4.84645e-05
24		0.0112527		3.91207e-05
25		0.0116967		7.3116e-05
26		0.0118806		4.23692e-05
27		0.0116827		3.88446e-05
28		0.0120076		5.80967e-05
29		0.0123017		5.26817e-05
30		0.0186059		0.00837643
31		0.0128194		6.70903e-05
32		0.196275		0.0279307
33		0.0128361		3.20738e-05
34		0.0130366		1.8846e-05
35		0.0131473		4.70204e-05
36		0.0138984		4.02035e-05
37		0.0266283		0.018089
38		0.0139263		5.11708e-05
39		0.0139717		4.91282e-05
40		0.014497		8.42022e-05
41		0.0147064		0.000116474
42		0.0144547		1.69175e-05
43		0.014627		3.05629e-05
44		0.0152947		8.74667e-05
45		0.0153943		6.07421e-05
46		0.015262		7.32617e-06
47		0.0159093		0.000403227
48		0.0158203		2.52366e-05
49		0.016096		1.55422e-05
50		0.0159294		4.27651e-05
