1		0.410101
2		0.424814
3		0.438451
4		0.458186
5		0.468138
6		0.478426
7		0.48906
8		0.499121
9		0.508846
10		0.518655
11		0.528208
12		0.538026
13		0.548175
14		0.557883
15		0.570898
16		0.581194
17		0.603166
18		0.615779
19		0.626553
20		0.637978
21		0.648839
22		0.659397
23		0.669095
24		0.678706
25		0.688263
26		0.697807
27		0.707581
28		0.71722
29		0.727207
30		0.736817
31		0.747001
32		0.756687
33		0.766988
34		0.776899
35		0.786851
36		0.796635
37		0.806286
38		0.816197
39		0.825632
40		0.836161
41		0.846087
42		0.874123
43		0.883913
44		0.893524
45		0.903062
46		0.912604
47		0.922141
48		0.931685
49		0.94128
50		0.951002
