1		0.388259
2		0.441112
3		0.501262
4		0.541207
5		0.595116
6		0.647555
7		0.689225
8		0.729953
9		0.766341
10		0.802594
11		0.83851
12		0.875411
13		0.911532
14		0.94758
15		0.984642
16		1.02023
17		1.0561
18		1.09168
19		1.12734
20		1.16286
21		1.19864
22		1.24147
23		1.27831
24		1.3139
25		1.3495
26		1.38521
27		1.42079
28		1.45642
29		1.49196
30		1.52779
31		1.56457
32		1.60018
33		1.63576
34		1.67141
35		1.70705
36		1.74263
37		1.77822
38		1.81443
39		1.85054
40		1.88603
41		1.92159
42		1.95831
43		1.99397
44		2.0297
45		2.06537
46		2.10223
47		2.13827
48		2.17394
49		2.20952
50		2.24626
