1		0.690975
2		0.691161
3		0.691344
4		0.691525
5		0.69171
6		0.691895
7		0.692076
8		0.69226
9		0.692444
10		0.69263
11		0.692813
12		0.692998
13		0.693181
14		0.693365
15		0.693547
16		0.693729
17		0.69425
18		0.694434
19		0.694618
20		0.694801
21		0.694984
22		0.695273
23		0.69549
24		0.695712
25		0.695898
26		0.696083
27		0.696295
28		0.696515
29		0.696714
30		0.697039
31		0.697226
32		0.69758
33		0.698337
34		0.698572
35		0.698832
36		0.699052
37		0.699266
38		0.699482
39		0.699683
40		0.699869
41		0.700058
42		0.700265
43		0.700445
44		0.700631
45		0.700809
46		0.70109
47		0.701324
48		0.701503
49		0.703605
50		0.703784
