10		0.000139634		1.66601e-05
11		0.00330067		0.000302449
12		0.000145674		1.59307e-05
13		0.00355395		0.000306902
14		0.00016133		2.03056e-05
15		0.000163396		1.61426e-05
16		0.00016427		1.58041e-05
17		0.000169675		1.66032e-05
18		0.000176668		1.65399e-05
19		0.000184615		1.72612e-05
20		0.000183662		1.58273e-05
21		0.000188351		1.68992e-05
22		0.00469263		0.000307396
23		0.000203053		1.71013e-05
24		0.000200987		1.48981e-05
25		0.000206947		1.63254e-05
26		0.0008653		0.000933077
27		0.00532969		0.000303969
28		0.000228008		1.42325e-05
29		0.00557597		0.000305577
30		0.000235637		1.58416e-05
31		0.00023969		1.5207e-05
32		0.000240326		1.5599e-05
33		0.00608802		0.000301402
34		0.000253677		1.4475e-05
35		0.000260274		1.61473e-05
36		0.000258366		1.48054e-05
37		0.000262658		1.45172e-05
38		0.000274976		1.63386e-05
39		0.000280698		1.64887e-05
40		0.000278314		1.6159e-05
41		0.000284036		1.91927e-05
42		0.000295321		1.53656e-05
43		0.00735434		0.000300373
44		0.00106231		0.00109858
45		0.000302951		1.77077e-05
46		0.00773692		0.000301379
47		0.000322024		1.98421e-05
48		0.000314713		1.25451e-05
49		0.000323931		1.39786e-05
50		0.000339031		1.17432e-05
